GameFileName,GameName,GameDisplay,MediaSearch,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags
F-14 Tomcat ULTIMATE (Williams 1987),F-14 Tomcat ULTIMATE (Williams 1987),F-14 Tomcat ULTIMATE (Williams 1987),,Williams,1987,4,FP,,Adventure - Combat,http://www.pinsimdb.org/pinball/table-23160-f-14_tomcat_ultimate,804,,,"Senseless, SLAMT1LT, Chaos",1.09,,
F-14 Tomcat ULTIMATE Pro (Williams 1987),F-14 Tomcat ULTIMATE Pro (Williams 1987),F-14 Tomcat ULTIMATE Pro (Williams 1987),,Williams,1987,4,FP,,Adventure - Combat,https://speak1970.wixsite.com/slamspinballemporium,804,,,SLAMT1lt,1.01,,
Far Out (Gottlieb 1974),Far Out (Gottlieb 1974),Far Out (Gottlieb 1974),,Gottlieb,1974,4,FP,,Psychedelic,http://www.pinsimdb.org/pinball/table-25045-far_out,823,,,Margoni,1.0,,
Far Out (Gottlieb 1974),Far Out (Gottlieb 1974),Far Out (Gottlieb 1974),,Gottlieb,1974,4,FP,,Psychedelic,http://www.pinsimdb.org/pinball/table-115-far_out,823,,,Popotte,1.00,,
Farfalla (Zaccaria 1983),Farfalla (Zaccaria 1983),Farfalla (Zaccaria 1983),,Zaccaria,1983,4,FP,,,http://www.pinsimdb.org/pinball/table-24724-zaccaria_farfalla,824,,,"Gimli, Kiwi, Wild",1.0,,
Fast Draw ULTIMATE (Gottlieb 1975),Fast Draw ULTIMATE (Gottlieb 1975),Fast Draw ULTIMATE (Gottlieb 1975),,Gottlieb,1975,4,FP,,American West - Western,http://www.pinsimdb.org/pinball/table-8241-fast_draw_ultimate,828,,,"Popotte, SLAMT1LT",1.01,,
Fat Albert (Original 2017),Fat Albert (Original 2017),Fat Albert (Original 2017),,Original,2017,1,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-23668-fat_albert,,,,"Daz, Nitronimbus",1.0,,
Fathom (Bally 1981),Fathom (Bally 1981),Fathom (Bally 1981),,Bally,1981,4,FP,,Fantasy - Scuba Diving - Water Sports,http://www.pinsimdb.org/pinball/table-264-fathom,829,,,Flash,1.0,,
Finding Nemo (Original 2005),Finding Nemo (Original 2005),Finding Nemo (Original 2005),,Original,2005,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-19-finding_nemo,,,,BigDraco,1.02,,
Fireball! ULTRA (Bally 1976),Fireball! ULTRA (Bally 1976),Fireball! ULTRA (Bally 1976),,Bally,1976,4,FP,,Fantasy,http://www.pinsimdb.org/pinball/table-818-fireball_ultra,852,,,SLAMT1LT,1.03,,
Firepower ULTIMATE EDITION (Williams 1980),Firepower ULTIMATE EDITION (Williams 1980),Firepower ULTIMATE EDITION (Williams 1980),,Williams,1980,4,FP,,Outer Space,http://www.pinsimdb.org/pinball/table-1913-firepower_ultimate_edition,856,,,SLAMT1LT,1.01,,
Flash (Williams 1979),Flash (Williams 1979),Flash (Williams 1979),,Williams,1979,4,FP,,Fictional Characters,http://www.pinsimdb.org/pinball/table-265-flash,871,,,Germax,1.0,,
Flash Gordon ULTIMATE (Bally 1981),Flash Gordon ULTIMATE (Bally 1981),Flash Gordon ULTIMATE (Bally 1981),,Bally,1981,4,FP,,Outer Space,http://www.pinsimdb.org/pinball/table-23273-flash_gordon_ultimate_1_08_(physics_2_7_doflinx),874,,,"SLAMT1LT, Sza",1.08,,
Flash Gordon ULTIMATE Pro (Bally 1981),Flash Gordon ULTIMATE Pro (Bally 1981),Flash Gordon ULTIMATE Pro (Bally 1981),,Bally,1981,4,FP,,Outer Space,https://speak1970.wixsite.com/slamspinballemporium,874,,,SLAMT1LT,1.02,,
Flight 2000 ULTIMATE (Stern 1980),Flight 2000 ULTIMATE (Stern 1980),Flight 2000 ULTIMATE (Stern 1980),,Stern,1980,4,FP,,Outer Space,http://www.pinsimdb.org/pinball/table-5225-flight_2000_ultimate,887,,,"MartinB, SLAMT1LT",1.01,,
Flipper Cowboy (Gottlieb 1962),Flipper Cowboy (Gottlieb 1962),Flipper Cowboy (Gottlieb 1962),,Gottlieb,1962,1,FP,,American West,http://www.pinsimdb.org/pinball/table-24820-flipper_cowboy,893,,,Margoni,2.0,,
Forbidden Planet 2 (Original 2019),Forbidden Planet 2 (Original 2019),Forbidden Planet 2 (Original 2019),,Original,2019,,FP,,Outer Space,http://www.pinsimdb.org/pinball/table-24772-forbidden_planet_2,,,,Tii,2.0,,
Fortnite Battle Royale (Original 2018),Fortnite Battle Royale (Original 2018),Fortnite Battle Royale (Original 2018),,Original,2018,4,FP,,War,http://www.pinsimdb.org/pinball/table-23826-fortnite_battle_royale,,,,Aduke,1.34,,
Freedom EM (Bally 1976),Freedom EM (Bally 1976),Freedom EM (Bally 1976),,Bally,1976,4,FP,,American Bicentennial,http://www.pinsimdb.org/pinball/table-183-freedom,952,,,"Flash, Greywolf",5.0,,
Frontier (Bally 1980),Frontier (Bally 1980),Frontier (Bally 1980),,Bally,1980,4,FP,,American West,http://www.pinsimdb.org/pinball/table-2677-frontier,959,,,"Germax, MartinB",2.0,,
Fun Park (Gottlieb 1968),Fun Park (Gottlieb 1968),Fun Park (Gottlieb 1968),,Gottlieb,1968,1,FP,,Carnival - Shooting Gallery,http://www.pinsimdb.org/pinball/table-24891-fun_park,968,,,Margoni,1.0,,
Funhouse (Williams 1990),Funhouse (Williams 1990),Funhouse (Williams 1990),,Williams,1990,4,FP,,Happiness - Circus - Carnival,http://www.pinsimdb.org/pinball/table-24438-funhouse,966,,,"Drakko, Francisco666, GeorgeH, Vanlion",1.14,,
Futurama (Original 2019),Futurama (Original 2019),Futurama (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-24458-futurama,,,,Sergiosalaman,1.0,,
Galaxy ULTIMATE (Stern 1980),Galaxy ULTIMATE (Stern 1980),Galaxy ULTIMATE (Stern 1980),,Stern,1980,4,FP,,Outer space,http://www.pinsimdb.org/pinball/table-5227-galaxy_ultimate,980,,,"MartinB, SLAMT1LT",1.01,,
Garfield (Original 2017),Garfield (Original 2017),Garfield (Original 2017),,Original,2017,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-23520-garfield,,,,"Nitronimbus, Roney Pinball",1.0,,
Gladiator (Gottlieb 1956),Gladiator (Gottlieb 1956),Gladiator (Gottlieb 1956),,Gottlieb,1956,2,FP,,Historical,http://www.pinsimdb.org/pinball/table-25134-gladiator,1010,,,FranciscoPozo,1.0,,
Gold Strike (Gottlieb 1975),Gold Strike (Gottlieb 1975),Gold Strike (Gottlieb 1975),,Gottlieb,1975,1,FP,,Billiards,http://www.pinsimdb.org/pinball/table-218-gold_strike,1042,,,Popotte,2.00,,
Goldorak (Original 2020),Goldorak (Original 2020),Goldorak (Original 2020),,Original,2020,,FP,,Cartoons,https://vpinball.com/VPBdownloads/goldorak-doflinx-cabinet/,,,,"Major Frenchy, Rom, Skinooe",1.2,,
Gone in 60 seconds PREMIUM (Original 2015),Gone in 60 seconds PREMIUM (Original 2015),Gone in 60 seconds PREMIUM (Original 2015),,Original,2015,4,FP,,"Automotive, Speed",http://www.pinsimdb.org/pinball/table-15423-gone_in_60_seconds,,,,Rom,2.3,,
Gremlins (Original 2016),Gremlins (Original 2016),Gremlins (Original 2016),,Original,2016,4,FP,,TV Show - Fantasy - Time Travel,http://www.pinsimdb.org/pinball/table-23176-gremlins,,,,"Dr.Tom, Francisco666",2.5,,
Halloween ULTIMATE Pro (Original 2019),Halloween ULTIMATE Pro (Original 2019),Halloween ULTIMATE Pro (Original 2019),,Original,2019,4,FP,,Horror,https://speak1970.wixsite.com/slamspinballemporium,,,,SLAMT1LT,1.02,,
Halloween ULTIMATE Pro - PinEvent (Original 2020),Halloween ULTIMATE Pro - PinEvent (Original 2020),Halloween ULTIMATE Pro - PinEvent (Original 2020),,Original,2020,4,FP,,Horror,https://vpinball.com/VPBdownloads/halloween-ultimate-pro-pinevent/,,,,"TerryRed, SLAMT1LT",1.02 PE,,
Hamster! (Original 2008),Hamster! (Original 2008),Hamster! (Original 2008),,Original,2008,4,FP,,,http://www.pinsimdb.org/pinball/table-330-hamster,,,,Misaligned Cow Ventures,1.00,,
Harlem Globetrotters On Tour (Bally 1979),Harlem Globetrotters On Tour (Bally 1979),Harlem Globetrotters On Tour (Bally 1979),,Bally,1979,4,FP,,Sports - Basketball - Licensed Theme,http://www.pinsimdb.org/pinball/table-23372-harlem_globetrotters,1125,,,"Nitronimbus, Popotte, Rob046",1.0,,
Harry Potter (Original 2017),Harry Potter (Original 2017),Harry Potter (Original 2017),,Original,2017,4,FP,,TV Show - Fantasy - Time Travel,http://www.pinsimdb.org/pinball/table-23573-harry_potter,,,,"Nitronimbus, SLAMT1LT",1.0,,
Hayburners (Williams 1951),Hayburners (Williams 1951),Hayburners (Williams 1951),,Williams,1951,1,FP,,"HorseShoe, Western",http://www.irpinball.org/fp/tables/Hayburners-mc-110.zip,,,,Misaligned Cow Ventures,1.1,,
Heat Wave (Williams 1964),Heat Wave (Williams 1964),Heat Wave (Williams 1964),,Williams,1964,1,FP,,Beach - Swimming,http://www.pinsimdb.org/pinball/table-228-heat_wave,1148,,,Leon Spalding,RC1,,
Hendrix (Original 2019),Hendrix (Original 2019),Hendrix (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-24622-hendrix,,,,Mark1,1.0,,
Hi Dolly (Gottlieb 1965),Hi Dolly (Gottlieb 1965),Hi Dolly (Gottlieb 1965),,Gottlieb,1965,2,FP,,Girls - Romance - Women,http://www.pinsimdb.org/pinball/table-24867-hi_dolly,1158,,,Margoni,1.0,,
Hi-Deall (Bally 1975),Hi-Deall (Bally 1975),Hi-Deall (Bally 1975),,Bally,1975,1,FP,,Cards - Gambling,http://irpinball.org/fp/tables/HiDeal-B75-v5.0.zip,,,,Greywolf,5.0,,
High Hand (Gottlieb 1973),High Hand (Gottlieb 1973),High Hand (Gottlieb 1973),,Gottlieb,1973,1,FP,,Cards - Gambling,http://www.pinsimdb.org/pinball/table-34-high_hand,1173,,,Popotte,2.10,,
Hokus Pokus (Bally 1976),Hokus Pokus (Bally 1976),Hokus Pokus (Bally 1976),,Bally,1976,2,FP,,Magic,http://www.pinsimdb.org/pinball/table-319-hokus_pokus,1206,,,Greywolf,5.0,,
Hot Shot (Gottlieb 1973),Hot Shot (Gottlieb 1973),Hot Shot (Gottlieb 1973),,Gottlieb,1973,4,FP,,Billiards,http://www.pinsimdb.org/pinball/table-6-hot_shot,1247,,,"Larboy, Matthewfarmer",1.0,,
Hyde Park (Gottlieb 1966),Hyde Park (Gottlieb 1966),Hyde Park (Gottlieb 1966),,Gottlieb,1966,2,FP,,World Places,http://www.pinsimdb.org/pinball/table-24924-hyde_park,1258,,,Margoni,1.0,,
Independence Day (Sega 1996),Independence Day (Sega 1996),Independence Day (Sega 1996),,Sega,1996,6,FP,,Outer Space - Licensed Theme - Action Movie,http://www.pinsimdb.org/pinball/table-24480-independence_day,3878,,,"Francisco666, GeorgeH, Smoke",1.1,,
Indiana Jones Pinball Adventure Ultimate Enhanced (Williams 1993),Indiana Jones Pinball Adventure Ultimate Enhanced (Williams 1993),Indiana Jones Pinball Adventure Ultimate Enhanced (Williams 1993),,Williams,1993,4,FP,,"Adventure, Fictional, Licensed Theme",http://www.pinsimdb.org/pinball/table-25057-indiana_jones_pinball_adventure,1267,,,"GeorgeH, Gimli, Gin, Glxb, Highlnder00, Miownkhan, SLAMT1LT ",1.0,,
Indiana Jones Pinball Adventure Ultimatum (Williams 1993),Indiana Jones Pinball Adventure Ultimatum (Williams 1993),Indiana Jones Pinball Adventure Ultimatum (Williams 1993),,Williams,1993,4,FP,,"Adventure, Fictional, Licensed Theme",http://www.pinsimdb.org/pinball/table-22594-indiana_jones_pinball_adventure_ultimatum,1267,,,"GeorgeH, Gimli, Glxb, Highlnder00, Skinooe, SLAMT1LT, Starac, Umpa",2.0,,
Indiana Jones ULTIMATE Pro (Stern 2008),Indiana Jones ULTIMATE Pro (Stern 2008),Indiana Jones ULTIMATE Pro (Stern 2008),,Stern,2008,4,FP,,Licensed Theme - Movie - Myth and Legend,https://speak1970.wixsite.com/slamspinballemporium,5306,,,SLAMT1LT,1.06,,
Indiana Jones Ultimatum Path of Adventure (Williams 1993),Indiana Jones Ultimatum Path of Adventure (Williams 1993),Indiana Jones Ultimatum Path of Adventure (Williams 1993),,Williams,1993,4,FP,,"Adventure, Fictional, Licensed Theme",http://www.pinsimdb.org/pinball/table-23027-indiana_jones_ultimatum_path_of_adventure,1267,,,"GeorgeH, Gimli, Glxb, Highlnder00, SLAMT1LT",2.0,,
Iron Maiden (Williams 2017),Iron Maiden (Williams 2017),Iron Maiden (Williams 2017),,Williams,2017,4,FP,,Music,http://www.pinsimdb.org/pinball/table-23695-iron_maiden,23695,,,Retro Bash,1.0,,
Iron Man ULTIMATE (Stern 2010),Iron Man ULTIMATE (Stern 2010),Iron Man ULTIMATE (Stern 2010),,Stern,2010,4,FP,,Comics - Fantasy - Licensed Theme,http://www.pinsimdb.org/pinball/table-24231-iron_man_ultimate,5550,,,"GeorgeH, Polygame, Rom, SLAMT1LT, Wild, TerryRed",1.06-2,,
Iron Man ULTIMATE Pro (Stern 2010),Iron Man ULTIMATE Pro (Stern 2010),Iron Man ULTIMATE Pro (Stern 2010),,Stern,2010,4,FP,,Comics - Fantasy - Licensed Theme,https://speak1970.wixsite.com/slamspinballemporium,5550,,,"SLAMT1LT, Rom",1.04,,
Jacks Open (Gottlieb 1977),Jacks Open (Gottlieb 1977),Jacks Open (Gottlieb 1977),,Gottlieb,1977,1,FP,,Cards - Gambling,https://www.ipdb.org/machine.cgi?id=1281,1281,,,Margoni,1.0,,
Jaws ULTIMATE (Original 2018),Jaws ULTIMATE (Original 2018),Jaws ULTIMATE (Original 2018),,Original,2018,4,FP,,Horror,http://www.pinsimdb.org/pinball/table-23169-jaws,,,,"SLAMT1LT, Rom, TerryRed",1.05,,
Jaws ULTIMATE Pro (Original 2018),Jaws ULTIMATE Pro (Original 2018),Jaws ULTIMATE Pro (Original 2018),,Original,2018,4,FP,,Horror,https://speak1970.wixsite.com/slamspinballemporium,,,,SLAMT1LT,1.08,,
Jaws ULTIMATE Pro - PinEvent (Original 2020),Jaws ULTIMATE Pro - PinEvent (Original 2020),Jaws ULTIMATE Pro - PinEvent (Original 2020),,Original,2020,4,FP,,Horror,https://vpinball.com/VPBdownloads/jaws-ultimate-pro-pinevent/,,,,"TerryRed, SLAMT1LT, Rom",1.08 PE 1.1,,
Johnny Test (Original 2019),Johnny Test (Original 2019),Johnny Test (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-15543-johnny_test,,,,Mark1,2.0,,
Joker Poker ULTRA Edition (Gottlieb 1978),Joker Poker ULTRA Edition (Gottlieb 1978),Joker Poker ULTRA Edition (Gottlieb 1978),,Gottlieb,1978,4,FP,,Cards - Gambling,http://www.pinsimdb.org/pinball/table-1368-joker_poker_-_ultra_edition,1306,,,"EDM, Gravy, Lio, Patrick, SLAMT1LT",1.01,,
Joueur Du Grenier (Original 2019),Joueur Du Grenier (Original 2019),Joueur Du Grenier (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-24809-joueur_du_grenier,,,,Aduke,1.27,,
Julia Pinball (Original 2019),Julia Pinball (Original 2019),Julia Pinball (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-24639-julia_pinball,,,,Romicco,1.02,,
Jungle (Gottlieb 1972),Jungle (Gottlieb 1972),Jungle (Gottlieb 1972),,Gottlieb,1972,4,FP,,Fantasy,http://www.pinsimdb.org/pinball/table-263-jungle,1332,,,Popotte,1.0,,
Junkyard Cats (Original 2012),Junkyard Cats (Original 2012),Junkyard Cats (Original 2012),,Original,2012,4,FP,,Cartoons,http://www.junkyardcats.net/download.php,,,,Brendan Bailey,1.0,,
Jurassic Park Rom and SlamT1lt MODs (Data East 1993),Jurassic Park Rom and SlamT1lt MODs (Data East 1993),Jurassic Park Rom and SlamT1lt MODs (Data East 1993),,Data East,1993,4,FP,,Fantasy - Licensed Theme,http://www.pinsimdb.org/pinball/table-24594-jurassic_park_rom_and_slamt1lt_mods,1343,,,"Francisco666, GeorgeH, Polygame, Puma, Rom, Slamt1lt",1.4,,
Jurassic Park ULTIMATE (Data East 1993),Jurassic Park ULTIMATE (Data East 1993),Jurassic Park ULTIMATE (Data East 1993),,Data East,1993,4,FP,,Fantasy - Licensed Theme,http://www.pinsimdb.org/pinball/table-1738-jurassic_park_ultimate,1343,,,SLAMT1LT,1.02,,
Jurassic Park ULTIMATE Pro (Data East 1993),Jurassic Park ULTIMATE Pro (Data East 1993),Jurassic Park ULTIMATE Pro (Data East 1993),,Data East,1993,4,FP,,Fantasy - Licensed Theme,https://speak1970.wixsite.com/slamspinballemporium,1343,,,SLAMT1LT,1.05,,
Ken Orbitron (Original 2019),Ken Orbitron (Original 2019),Ken Orbitron (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-24540-ken_orbitron,,,,Tii,1.0,,
Kick Off (Bally 1976),Kick Off (Bally 1976),Kick Off (Bally 1976),,Bally,1976,4,FP,,"Sports, Soccer",http://www.pinsimdb.org/pinball/table-46-kick_off,1365,,,Jc144,1.1,,
Kill Bill (Original 2007),Kill Bill (Original 2007),Kill Bill (Original 2007),,Original,2007,1,FP,,"Movie, Arts",http://www.pinsimdb.org/pinball/table-248-kill_bill,,,,Shmithz,0.1 Beta,,
Killer Klowns (Original 2006),Killer Klowns (Original 2006),Killer Klowns (Original 2006),,Original,2006,1,FP,,Horror,http://www.pinsimdb.org/pinball/table-88-killer_klowns,,,,Ruckage,1.5,,
King Kool (Gottlieb 1972),King Kool (Gottlieb 1972),King Kool (Gottlieb 1972),,Gottlieb,1972,2,FP,,Happiness - Music,http://www.pinsimdb.org/pinball/table-24969-king_kool,1371,,,Margoni,1.0,,
King of Diamonds (Gottlieb 1967),King of Diamonds (Gottlieb 1967),King of Diamonds (Gottlieb 1967),,Gottlieb,1967,1,FP,,Cards - Gambling,http://www.pinsimdb.org/pinball/table-276-king_of_diamonds,1372,,,Popotte,2.00,,
King Rock (Gottlieb 1972),King Rock (Gottlieb 1972),King Rock (Gottlieb 1972),,Gottlieb,1972,4,FP,,Happiness - Music,http://www.pinsimdb.org/pinball/table-24971-king_rock,1377,,,Margoni,1.0,,
Kings & Queens (Gottlieb 1965),Kings & Queens (Gottlieb 1965),Kings & Queens (Gottlieb 1965),,Gottlieb,1965,1,FP,,Cards - Gambling,http://www.pinsimdb.org/pinball/table-50-kings_queens,1381,,,Popotte,2.10,,
KISS PLATINUM (Bally 1979),KISS PLATINUM (Bally 1979),KISS PLATINUM (Bally 1979),,Bally,1979,4,FP,,Celebrities - Licensed,http://www.pinsimdb.org/pinball/table-5948-kiss_platinum,1386,,,"Popotte, SLAMT1LT",1.02,,
Kiss ULTIMATE Pro (Bally 1979),Kiss ULTIMATE Pro (Bally 1979),Kiss ULTIMATE Pro (Bally 1979),,Bally,1979,4,FP,,Celebrities - Licensed,https://speak1970.wixsite.com/slamspinballemporium,1386,,,"SLAMT1LT, Popotte",1.03,,
Knight Rider (Original 2017),Knight Rider (Original 2017),Knight Rider (Original 2017),,Original,2017,4,FP,TV Show - Fantasy - Time Travel,"Automotive, Speed",http://www.pinsimdb.org/pinball/table-23305-knight_rider_(doflinx_cabinet_edition),,,,"Rom, TerryRed",1.0,,
Krull (Gottlieb 1983),Krull (Gottlieb 1983),Krull (Gottlieb 1983),,Gottlieb,1983,4,FP,,Fantasy - Licensed Theme,http://www.pinsimdb.org/pinball/table-23242-krull,1397,,,"Franzleo, Wild",2.0,,
Lectronamo (Stern 1978),Lectronamo (Stern 1978),Lectronamo (Stern 1978),,Stern,1978,4,FP,,Fictional Characters,http://www.pinsimdb.org/pinball/table-352-lectronamo,1429,,,MartinB,3.1,,
LesMills Body Pump (Original 2019),LesMills Body Pump (Original 2019),LesMills Body Pump (Original 2019),,Original,2019,4,FP,,,http://www.pinsimdb.org/pinball/table-24539-lesmills_body_pump,,,,"Aduke, Cestmoi",1.09,,
Lesson & Hot Cake Party (Original 2019),Lesson & Hot Cake Party (Original 2019),Lesson & Hot Cake Party (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-24525-lesson_hot_cake_party,,,,Romicco,1.01A,,
Little Joe (Bally 1971),Little Joe (Bally 1971),Little Joe (Bally 1971),,Bally,1971,4,FP,,Cards - Gambling,http://www.pinsimdb.org/pinball/table-39-little_joe,1460,,,Jc144,1.0,,
Lost World (Bally 1978),Lost World (Bally 1978),Lost World (Bally 1978),,Bally,1978,4,FP,,Fantasy,http://www.pinsimdb.org/pinball/table-260-lost_world,1476,,,Germax,1.0,,
Lucky Strike TTL (Taito 1977),Lucky Strike TTL (Taito 1977),Lucky Strike TTL (Taito 1977),,Taito,1977,1,FP,,Bagatelle,http://www.pinsimdb.org/pinball/table-24659-lucky_strike_ttl,5742,,,"Exegeta, Roataguile",1.0,,
M.A.S.H (Original 2020),M.A.S.H (Original 2020),M.A.S.H (Original 2020),,Original,2020,,FP,,TV,http://www.pinsimdb.org/pinball/table-25115-m_a_s_h,,,,"MartinB, Nightvoice, Popotte",1.1,,
Mad Balls (Original 2017),Mad Balls (Original 2017),Mad Balls (Original 2017),,Original,2017,4,FP,,Fantasy,http://www.pinsimdb.org/pinball/table-23558-mad_balls,,,,Tii,1.0,,
Mad Mag (Original 2006),Mad Mag (Original 2006),Mad Mag (Original 2006),,Original,2006,1,FP,,Comedy,http://www.pinsimdb.org/pinball/table-14-mad_mag,,,,Bob5453,1.11,,
Mad Max (Original 2015),Mad Max (Original 2015),Mad Max (Original 2015),,Original,2015,3,FP,,War,http://www.pinsimdb.org/pinball/table-10160-mad_max,,,,Ghostmachine,1.0,,
Magic City (Williams 1967),Magic City (Williams 1967),Magic City (Williams 1967),,Williams,1967,1,FP,,Travel,http://www.pinsimdb.org/pinball/table-204-magic_city,1514,,,Popotte,1.0,,
Magic Town (Williams 1967),Magic Town (Williams 1967),Magic Town (Williams 1967),,Williams,1967,1,FP,,Travel,http://www.pinsimdb.org/pinball/table-205-magic_town,1518,,,Popotte,1.0,,
Masquerade (Gottlieb 1966),Masquerade (Gottlieb 1966),Masquerade (Gottlieb 1966),,Gottlieb,1966,4,FP,,Happiness - Dancing,http://www.pinsimdb.org/pinball/table-24854-masquerade,1553,,,Margoni,1.0,,
Masters Of The Universe (Original 2019),Masters Of The Universe (Original 2019),Masters Of The Universe (Original 2019),,Original,2019,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-23843-masters_of_the_universe,,,,"GeorgeH, Gimli, Hyperion, Rom, TerryRed",3.1,,
Masters Of The Universe - Mastered Edition (Original 2017),Masters Of The Universe - Mastered Edition (Original 2017),Masters Of The Universe - Mastered Edition (Original 2017),,Original,2017,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-23475-masters_of_the_universe_mastered_edition_(doflinx_cabinet_edition),,,,"Hyperion, Rom, TerryRed",1.0,,
Masters Of The Universe DOFLinx (Original 2020),Masters Of The Universe DOFLinx (Original 2020),Masters Of The Universe DOFLinx (Original 2020),,Original,2020,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-25197-masters_of_the_universe,,,,"GeorgeH, Gimli, Hyperion, Rom, TerryRed",3.1,,
Mayfair (Gottlieb 1966),Mayfair (Gottlieb 1966),Mayfair (Gottlieb 1966),,Gottlieb,1966,2,FP,,Show Business,http://www.pinsimdb.org/pinball/table-24917-mayfair,1562,,,Margoni,1.0,,
Medieval Castle (Original 2006),Medieval Castle (Original 2006),Medieval Castle (Original 2006),,Original,2006,4,FP,,Medieval,http://www.pinsimdb.org/pinball/table-203-medieval_castle,,,,Roney Pinball,1.0,,
Medieval Madness ULTIMATE (Williams 1997),Medieval Madness ULTIMATE (Williams 1997),Medieval Madness ULTIMATE (Williams 1997),,Williams,1997,4,FP,,Fantasy - Medieval - Wizards - Magic,http://www.pinsimdb.org/pinball/table-24155-medieval_madness_ultimate,4032,,,"Flug, Francisco666, GeorgeH, SLAMT1LT",1.02,,
Medieval Madness ULTRA Edition (Williams 1997),Medieval Madness ULTRA Edition (Williams 1997),Medieval Madness ULTRA Edition (Williams 1997),,Williams,1997,4,FP,,Fantasy - Medieval - Wizards - Magic,http://www.pinsimdb.org/pinball/table-1956-medieval_madness_-_ultra_edition,4032,,,"Francisco666, SLAMT1LT",1.19,,
MegaMan (Original 2006),MegaMan (Original 2006),MegaMan (Original 2006),,Original,2006,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-74-megaman,,,,PinWizKid,1.0,,
Merry-Go-Round (Gottlieb 1960),Merry-Go-Round (Gottlieb 1960),Merry-Go-Round (Gottlieb 1960),,Gottlieb,1960,2,FP,,Amusement Park,http://www.pinsimdb.org/pinball/table-24759-merry_go_round_(gottlieb_1978),1578,,,Margoni,1.0,,
Metal Slug (Original 2013),Metal Slug (Original 2013),Metal Slug (Original 2013),,Original,2013,4,FP,,Arcade,http://www.pinsimdb.org/pinball/table-137-metal_slug,,,,PinWizKid,2.0,,
Metallica MOD (Original 2019),Metallica MOD (Original 2019),Metallica MOD (Original 2019),,Original,2019,4,FP,,Music,http://www.pinsimdb.org/pinball/table-24704-metallica,,,,"Francisco666, Nitronimbus, SLAMT1LT",2.1,,
Metamorphosis (Original 2009),Metamorphosis (Original 2009),Metamorphosis (Original 2009),,Original,2009,2,FP,,SuperNatural,http://www.pinsimdb.org/pinball/table-377-metamorphosis,,,,Fat Freddys Dog,1.0,,
Meteor Ultra Edition (Stern 1979),Meteor Ultra Edition (Stern 1979),Meteor Ultra Edition (Stern 1979),,Stern,1979,4,FP,,Outer Space - Licensed Theme,http://www.pinsimdb.org/pinball/table-5231-the_meteor,1580,,,"MartinB, SLAMT1LT",1.03,,
Mickey Mouse Special Edition (Original 2019),Mickey Mouse Special Edition (Original 2019),Mickey Mouse Special Edition (Original 2019),,Original,2019,,FP,,,http://www.pinsimdb.org/pinball/table-823-mickey_mouse_(special_edition),,,,Mark1,3.0,,
MINIONS PINBALL (Original 2015),MINIONS PINBALL (Original 2015),MINIONS PINBALL (Original 2015),,Original,2015,4,FP,,Cartoons,http://www.pinsimdb.org/pinball/table-23174-minions,,,,"DrTom, Rom, TerryRed",1.0,,
Miss-O (Williams 1969),Miss-O (Williams 1969),Miss-O (Williams 1969),,Williams,1969,1,FP,,Billiards,http://www.pinsimdb.org/pinball/table-368-miss_o,1612,,,Popotte,1.0,,
Monster Bash (Williams 1998),Monster Bash (Williams 1998),Monster Bash (Williams 1998),,Williams,1998,4,FP,,Horror - Licensed Theme,http://www.pinsimdb.org/pinball/table-24770-monster_bash,4441,,,"Flug, GeorgeH, Gimli, Gin, Glxb, Krokofant, Lettuce, Moogster66, Polygame, Shvmr, Whitey Weismann, WiredWorm, Wtiger",0.96,,
Monte Carlo (Bally 1963),Monte Carlo (Bally 1963),Monte Carlo (Bally 1963),,Bally,1963,1,FP,,Gambling,http://www.pinsimdb.org/pinball/table-267-monte_carlo_-_1963,1623,,,Leon Spalding,RC1,,
Motorhead Tribute To First (Original 2020),Motorhead Tribute To First (Original 2020),Motorhead Tribute To First (Original 2020),,Original,2020,,FP,,,http://www.pinsimdb.org/pinball/table-25073-motorhead_tribute_to,,,,Foliche,1.0,,
Mr. Woody! (Original 2006),Mr. Woody! (Original 2006),Mr. Woody! (Original 2006),,Original,2006,1,FP,,,http://www.pinsimdb.org/pinball/table-83-mr_woody,,,,Tii,1.1,,
