GameFileName,GameName,GameDisplay,MediaSearch,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags
NFL - Lions (Stern 2001),NFL - Lions (Stern 2001),NFL - Lions (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Packers (Stern 2001),NFL - Packers (Stern 2001),NFL - Packers (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Panthers (Stern 2001),NFL - Panthers (Stern 2001),NFL - Panthers (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Patriots (Stern 2001),NFL - Patriots (Stern 2001),NFL - Patriots (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Raiders (Stern 2001),NFL - Raiders (Stern 2001),NFL - Raiders (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Rams (Stern 2001),NFL - Rams (Stern 2001),NFL - Rams (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Ravens (Stern 2001),NFL - Ravens (Stern 2001),NFL - Ravens (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Redskins (Stern 2001),NFL - Redskins (Stern 2001),NFL - Redskins (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Saints (Stern 2001),NFL - Saints (Stern 2001),NFL - Saints (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Seahawks (Stern 2001),NFL - Seahawks (Stern 2001),NFL - Seahawks (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Steelers (Stern 2001),NFL - Steelers (Stern 2001),NFL - Steelers (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Texans (Stern 2001),NFL - Texans (Stern 2001),NFL - Texans (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Titans (Stern 2001),NFL - Titans (Stern 2001),NFL - Titans (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
NFL - Vikings (Stern 2001),NFL - Vikings (Stern 2001),NFL - Vikings (Stern 2001),,Stern,2001,4,SS,,Sports - Football,http://www.ipdb.org/machine.cgi?id=4540,4540,,?,"Xenonph, SliderPoint",3.1,nfl,
Nicolas Cage - Bad Lieutenant (Original 2020),Nicolas Cage - Bad Lieutenant (Original 2020),Nicolas Cage - Bad Lieutenant (Original 2020),,Original,2020,,EM,,,Not Available,,,?,Masonou,1.0,,
Night Moves (International Concepts 1989),Night Moves (International Concepts 1989),Night Moves (International Concepts 1989),,International Concepts,1989,4,SS,,Adult Nightlife,http://www.ipdb.org/machine.cgi?id=3507,3507,,John Trudeau,"Kiwi, JPSalas, Arngrim, GtxJoe, DJRobX, Rothbauerw",1.0.0,nmoves,
Night of the Living Dead '68 (Original 2018),Night of the Living Dead '68 (Original 2018),Night of the Living Dead '68 (Original 2018),,Original,2018,2,EM,,Horror,Not Available,,,?,"HiRez00, Xenonph, Loserman76",1.0,,
Night Rider (Bally 1976),Night Rider (Bally 1976),Night Rider (Bally 1976),,Bally,1976,4,EM,,Travel - Transportation - Trucking,http://www.ipdb.org/machine.cgi?id=1677,1677,,Greg Kmiec,Allknowing2012,1.0b,,
Nine Ball (Stern 1980),Nine Ball (Stern 1980),Nine Ball (Stern 1980),,Stern,1980,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=1678,1678,,Steve Kirk,"Arconovum, Bord",1.0 FSS Rev. R2.5,nineball,
Nine Ball (Stern 1980),Nine Ball (Stern 1980),Nine Ball (Stern 1980),,Stern,1980,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=1678,1678,,Steve Kirk,"Bord, Randr",1.0,nineball,
Nitro Ground Shaker (Bally 1980),Nitro Ground Shaker (Bally 1980),Nitro Ground Shaker (Bally 1980),,Bally,1980,4,SS,,Sports - Auto Racing,http://www.ipdb.org/machine.cgi?id=1682,1682,,George Christian,"JPSalas, Carlos Rizzo ",1.0.0,ngndshkr,
No Fear Dangerous Sports (Williams 1995),No Fear Dangerous Sports (Williams 1995),No Fear Dangerous Sports (Williams 1995),,Williams,1995,4,SS,,Sports - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2852,2852,,Steve Ritchie,"Ninuzzu, Bambiplattfus, HauntFreaks",1.1,nf_23x,
No Good Gofers (Williams 1997),No Good Gofers (Williams 1997),No Good Gofers (Williams 1997),,Williams,1997,4,SS,,Sports - Golf,http://www.ipdb.org/machine.cgi?id=4338,4338,,Pat Lawlor,"Bodydump, Dark, Randr, HauntFreaks, ICPJuggla, Destruk",1.0,ngg_13,
No Good Gofers - VR Room (Williams 1997),No Good Gofers - VR Room (Williams 1997),No Good Gofers - VR Room (Williams 1997),,Williams,1997,4,SS,,Sports - Golf,http://www.ipdb.org/machine.cgi?id=4338,4338,,Pat Lawlor,"Senseless, Bodydump, Dark, HauntFreaks, 3rdaxis, Caligula",1.0,ngg_13,
NOBS (Original 2016),NOBS (Original 2016),NOBS (Original 2016),,Original,2016,,SS,,,Not Available,,,?,"BorgDog, Arngrim",1.2.1,,
North Pole (Playmatic 1967),North Pole (Playmatic 1967),North Pole (Playmatic 1967),,Playmatic,1967,1,EM,,World Places,https://www.ipdb.org/machine.cgi?id=6310,6310,,?,"JPSalas, Pedator",1.0.0,,
Now (Gottlieb 1971),Now (Gottlieb 1971),Now (Gottlieb 1971),,Gottlieb,1971,4,EM,,Psychedelic,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1685,1685,,Ed Krynski,"Arconovum, Loserman76, Bord",1.0 FSS Rev R2.6,,
Now (Gottlieb 1971),Now (Gottlieb 1971),Now (Gottlieb 1971),,Gottlieb,1971,4,EM,,Psychedelic,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1685,1685,,Ed Krynski,"Loserman76, GNance",1.0,,
Nudge-It (Gottlieb 1990),Nudge-It (Gottlieb 1990),Nudge-It (Gottlieb 1990),,Gottlieb,1990,1,SS,,Prospecting,http://www.ipdb.org/machine.cgi?id=3454,3454,,Ray Tanzer,Lizard,1.1,nudgeit,
Nugent (Stern 1978),Nugent (Stern 1978),Nugent (Stern 1978),,Stern,1978,4,SS,,Celebrities - Music,http://www.ipdb.org/machine.cgi?id=1687,1687,,Mike Kubin,"Wed21, 32assassin, Allknowing2012, Hauntfreaks, Gtxjoe, Flupper, nFozzy",1.0.1,nugent,
Oba-Oba (Taito do Brasil 1978),Oba-Oba (Taito do Brasil 1978),Oba-Oba (Taito do Brasil 1978),,Taito do Brasil,1978,4,SS,,Music - Samba,http://www.ipdb.org/machine.cgi?id=4572,4572,,Jim Patla,"JPSalas, Carlos Guizzo, Tio Italo, Pmax65",2.0.0,obaoba,
Octopus (Nintendo 1981),Octopus (Nintendo 1981),Octopus (Nintendo 1981),,Nintendo,1981,,SS,,,https://en.wikipedia.org/wiki/List_of_Game_%26_Watch_games,26,,?,"Stat, Fisch",1.0a,,
Ol' Ireland (Original 2018),Ol' Ireland (Original 2018),Ol' Ireland (Original 2018),,Original,2018,,SS,,,Not Available,,,?,Ronimhoff,1.1,,
Old Chicago (Bally 1976),Old Chicago (Bally 1976),Old Chicago (Bally 1976),,Bally,1976,4,EM,,Historical,http://www.ipdb.org/machine.cgi?id=1704,1704,,Greg Kmiec,"Arconovum, Loserman76, Gnance, Popotte",1.0 FSS Rev. R2.5,,
Old Chicago (Bally 1976),Old Chicago (Bally 1976),Old Chicago (Bally 1976),,Bally,1976,4,EM,,Historical,http://www.ipdb.org/machine.cgi?id=1704,1704,,Greg Kmiec,"Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0b,,
Old Coney Island! (Game Plan 1979),Old Coney Island! (Game Plan 1979),Old Coney Island! (Game Plan 1979),,Game Plan,1979,4,SS,,Happiness - Circus - Carnival,http://www.ipdb.org/machine.cgi?id=553,553,,Ed Cebula,JPSalas,1.2.0,coneyis,
Olympus (Juegos Populares 1986),Olympus (Juegos Populares 1986),Olympus (Juegos Populares 1986),,Juegos Populares,1986,4,SS,,,https://www.ipdb.org/machine.cgi?id=5140,5140,,?,Mfuegemann,0.1,olympus,
Once Upon A Time In The West (Original 2019),Once Upon A Time In The West (Original 2019),Once Upon A Time In The West (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, JPSalas",1.0,gork,
Operation Thunder (Gottlieb 1992),Operation Thunder (Gottlieb 1992),Operation Thunder (Gottlieb 1992),,Gottlieb,1992,4,SS,,,http://www.ipdb.org/machine.cgi?id=1721,1721,,Ray Tanzer,"Bigus1, Mfuegemann, Rascal",2.0,opthund,
Operation Thunder (Gottlieb 1992),Operation Thunder (Gottlieb 1992),Operation Thunder (Gottlieb 1992),,Gottlieb,1992,4,SS,,,http://www.ipdb.org/machine.cgi?id=1721,1721,,Ray Tanzer,"Rascal, Mfuegemann, Akiles5000, Zaphod, Destruk, Scapino, Fuzzel, JPSalas, Arngrim",1.1,opthund,
Orbit (Gottlieb 1971),Orbit (Gottlieb 1971),Orbit (Gottlieb 1971),,Gottlieb,1971,4,EM,,Outer Space,http://www.ipdb.org/machine.cgi?id=1724,1724,,Ed Krynski,"Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0,,
Orbitor 1 (Stern 1982),Orbitor 1 (Stern 1982),Orbitor 1 (Stern 1982),,Stern,1982,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=1725,1725,,Joe Joos Jr.,32assassin,1.0,orbitor1,
Ouija (Original 2020),Ouija (Original 2020),Ouija (Original 2020),,Original,2020,,SS,,,Not Available,,,?,"Davor, JPSalas",1.0,sst,
Out of Sight (Gottlieb 1974),Out of Sight (Gottlieb 1974),Out of Sight (Gottlieb 1974),,Gottlieb,1974,2,EM,,Psychedelic,http://www.ipdb.org/machine.cgi?id=1727,1727,,Ed Krynski,"Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0,,
Outer Space (Gottlieb 1972),Outer Space (Gottlieb 1972),Outer Space (Gottlieb 1972),,Gottlieb,1972,2,EM,,Outer Space,http://www.ipdb.org/machine.cgi?id=1728,1728,,Ed Krynski,"Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0a,,
OXO (Williams 1973),OXO (Williams 1973),OXO (Williams 1973),,Williams,1973,4,EM,,Tic-Tac-Toe,http://www.ipdb.org/machine.cgi?id=1733,1733,,Norm Clark,"Scottacus, HauntFreaks, Freneticamnesic, Bord",2.0,,
Palace Guard (Gottlieb 1968),Palace Guard (Gottlieb 1968),Palace Guard (Gottlieb 1968),,Gottlieb,1968,1,EM,,World Cultures,http://www.ipdb.org/machine.cgi?id=1737,1737,,Ed Krynski,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim",1.0a,,
Panthera (Gottlieb 1980),Panthera (Gottlieb 1980),Panthera (Gottlieb 1980),,Gottlieb,1980,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=1745,1745,,Ed Krynski,"Arconovum, JPSalas",1.0.1 FSS Rev. R2.5,panther7,
Panthera (Gottlieb 1980),Panthera (Gottlieb 1980),Panthera (Gottlieb 1980),,Gottlieb,1980,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=1745,1745,,Ed Krynski,JPSalas,1.0.1,panther7,
Papa Smurf (Original 2015),Papa Smurf (Original 2015),Papa Smurf (Original 2015),,Original,2015,,SS,,,Not Available,,,?,JPSalas,1.2.1,,
Paragon (Bally 1979),Paragon (Bally 1979),Paragon (Bally 1979),,Bally,1979,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=1755,1755,,Greg Kmiec,"Arconovum, Bord",1.0 FSS Rev. R2.5,paragon,
Paragon (Bally 1979),Paragon (Bally 1979),Paragon (Bally 1979),,Bally,1979,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=1755,1755,,Greg Kmiec,"Bord, HauntFreaks, 32assassin, Thalamus",2.2,paragon,
Party Animal (Bally 1987),Party Animal (Bally 1987),Party Animal (Bally 1987),,Bally,1987,4,SS,,1980's Party Theme,http://www.ipdb.org/machine.cgi?id=1763,1763,,Dennis Nordman,"Tom, Mlager8, Brian Wright, 32assassin, Thalamus, Cyberpez, Bord, Wildman",1.0,prtyanim,
Paul Bunyan (Gottlieb 1968),Paul Bunyan (Gottlieb 1968),Paul Bunyan (Gottlieb 1968),,Gottlieb,1968,2,EM,,Fantasy - Myth and Legend,http://www.ipdb.org/machine.cgi?id=1768,1768,,Wayne Neyens,"Arconovum, PinballPerson, Leon Spalding, BorgDog, Randr, Arngrim",1.0 FSS Rev. R2.6,,
Paul Bunyan (Gottlieb 1968),Paul Bunyan (Gottlieb 1968),Paul Bunyan (Gottlieb 1968),,Gottlieb,1968,2,EM,,Fantasy - Myth and Legend,http://www.ipdb.org/machine.cgi?id=1768,1768,,Wayne Neyens,"BorgDog, Leon Spalding, Bord, 3rdaxis",1.97,,
PDC World Darts (Original 2020),PDC World Darts (Original 2020),PDC World Darts (Original 2020),,Original,2020,,SS,,,Not Available,,,?,"Stevegooner123, Xenonph, Lizard ",1.1,playboy,
Pennant Fever (Williams 1984),Pennant Fever (Williams 1984),Pennant Fever (Williams 1984),,Williams,1984,2,SS,,Sports - Baseball,http://www.ipdb.org/machine.cgi?id=3335,3335,,Mark Ritchie,"Tom, 32assassin, Bord, Randr, Rothbauerw",1.0,,
Penthouse (Original 2008),Penthouse (Original 2008),Penthouse (Original 2008),,Original,2008,,SS,,,Not Available,,,?,"Batch, JPSalas, Rob046, Popotte, Taltmeyer, Takut, Thalamus",1.0,hglbtrtb,
Penthouse (Original 2008),Penthouse (Original 2008),Penthouse (Original 2008),,Original,2008,,SS,,,Not Available,,,?,"Batch, JPSalas, Arngrim, Rob046, Popotte, Taltmeyer, Takut, Kiwi, StevOz, nFozzy, Toxie, Thalamus",1.4.0,,
Pepsiman (Original 2019),Pepsiman (Original 2019),Pepsiman (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, JPSalas",1.0,wldcp_l1,
Phantom of the Opera (Data East 1990),Phantom of the Opera (Data East 1990),Phantom of the Opera (Data East 1990),,Data East,1990,4,SS,,Music - Singing,http://www.ipdb.org/machine.cgi?id=1777,1777,,"Joe Kaminkow, Ed Cebula","Bigus1, 32assassin",1.4,poto_a32,
Phantom of the Opera (Data East 1990),Phantom of the Opera (Data East 1990),Phantom of the Opera (Data East 1990),,Data East,1990,4,SS,,Music - Singing,http://www.ipdb.org/machine.cgi?id=1777,1777,,"Joe Kaminkow, Ed Cebula","DCrosby, 32assassin, Robbo43",1.0,poto_a32,
Phantom of the Opera - VR Room (Data East 1990),Phantom of the Opera - VR Room (Data East 1990),Phantom of the Opera - VR Room (Data East 1990),,Data East,1990,4,SS,,Music - Singing,http://www.ipdb.org/machine.cgi?id=1777,1777,,"Joe Kaminkow, Ed Cebula","Cirqus, 32assassin, Bigus1",1.0,poto_a32,
Pharaoh (Williams 1981),Pharaoh (Williams 1981),Pharaoh (Williams 1981),,Williams,1981,4,SS,,Historical,http://www.ipdb.org/machine.cgi?id=1778,1778,,Tony Kraemer,32assassin,1.0,,
Pharaoh - Dead Rise (Williams 1981),Pharaoh - Dead Rise (Williams 1981),Pharaoh - Dead Rise (Williams 1981),,Williams,1981,4,SS,,Historical,http://www.ipdb.org/machine.cgi?id=1778,1778,,Tony Kraemer,"Watacaractr, Xenonph, HiRezOO, JPSalas, BorgDog, Rothbauerw",1.1,,
Phychedelic (Gottlieb 1970),Phychedelic (Gottlieb 1970),Phychedelic (Gottlieb 1970),,Gottlieb,1970,1,EM,,Music - Singing - Dancing - Psychedelic,https://www.ipdb.org/machine.cgi?id=1873,1873,,Ed Krynski,"Loserman76, GNance",1.0,,
Pin_City Demo (Original 2018),Pin_City Demo (Original 2018),Pin_City Demo (Original 2018),,Original,2018,,SS,,,Not Available,,,?,Malform11,01,,
Pin-Bot (Williams 1986),Pin-Bot (Williams 1986),Pin-Bot (Williams 1986),,Williams,1986,4,SS,,Fantasy - Outer Space,http://www.ipdb.org/machine.cgi?id=1796,1796,,"Barry Oursler, Python Anghelo","Arconovum, Bord, DJRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HauntFreaks",1.0 FSS Rev R2.6,pb_l5,
Pin-Bot (Williams 1986),Pin-Bot (Williams 1986),Pin-Bot (Williams 1986),,Williams,1986,4,SS,,Fantasy - Outer Space,http://www.ipdb.org/machine.cgi?id=1796,1796,,"Barry Oursler, Python Anghelo","Bord, Blacksad, DjRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HF",1.2,pb_l5,
Pin-Up (Gottlieb 1975),Pin-Up (Gottlieb 1975),Pin-Up (Gottlieb 1975),,Gottlieb,1975,1,EM,,Sports - Bowling,http://www.ipdb.org/machine.cgi?id=1789,1789,,Ed Krynski,"Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim",1.0,,
Pinball (Stern 1977),Pinball (Stern 1977),Pinball (Stern 1977),,Stern,1977,4,SS,,Sports - Pinball,https://www.ipdb.org/machine.cgi?id=1792,1792,,Mike Kubin,"Tom, Itchigo, 32assassin, Bord, Thalamus, Posty90, JPSalas, Chris Edler, Arngrim, Wildman",1.1,pinball,
Pinball Champ '82 (Zaccaria 1982),Pinball Champ '82 (Zaccaria 1982),Pinball Champ '82 (Zaccaria 1982),,Zaccaria,1982,4,SS,,Pinball,http://www.ipdb.org/machine.cgi?id=1794,1794,,?,"32assassin, Mfuegemann",1.2,pinchamp,
Pinball Magic (Capcom 1995),Pinball Magic (Capcom 1995),Pinball Magic (Capcom 1995),,Capcom,1995,4,SS,,Show Business - Magic,http://www.ipdb.org/machine.cgi?id=3596,3596,,"Bryan Hansen, Rob Hurtado",UncleWilly,1.3.1,,
Pinball Magic (Capcom 1995),Pinball Magic (Capcom 1995),Pinball Magic (Capcom 1995),,Capcom,1995,4,SS,,Show Business - Magic,http://www.ipdb.org/machine.cgi?id=3596,3596,,"Bryan Hansen, Rob Hurtado","Rothbauerw, UncleWilly, DJRobX, Draifet, Bawouait, CarnyPriest, Steven Ellenhoff",2.0.8,pmb112,
Pinball Pool (Gottlieb 1979),Pinball Pool (Gottlieb 1979),Pinball Pool (Gottlieb 1979),,Gottlieb,1979,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=1795,1795,,Ed Krynski,"Arconovum, BorgDog",1.0 FSS Rev. R2.5,,
Pinball Pool (Gottlieb 1979),Pinball Pool (Gottlieb 1979),Pinball Pool (Gottlieb 1979),,Gottlieb,1979,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=1795,1795,,Ed Krynski,BorgDog,1.3,,
Pink Floyds - The Wall (Original 2020),Pink Floyds - The Wall (Original 2020),Pink Floyds - The Wall (Original 2020),,Original,2020,,SS,,,Not Available,,,?,Supered,0.80,,
Pink Panther (Gottlieb 1981),Pink Panther (Gottlieb 1981),Pink Panther (Gottlieb 1981),,Gottlieb,1981,4,SS,,Celebrities - Fictional,http://www.ipdb.org/machine.cgi?id=1800,1800,,John Buras,"Bord, HauntFreaks, Luvthatapex, Arngrim, Borgdog, nFozzy, Rothbauerw",2.0,,
Pink Panther (Gottlieb 1981),Pink Panther (Gottlieb 1981),Pink Panther (Gottlieb 1981),,Gottlieb,1981,4,SS,,Celebrities - Fictional,http://www.ipdb.org/machine.cgi?id=1800,1800,,John Buras,"Xenonph, Bord, HauntFreaks, nFozzy, Luvtahtapex, Arngrim, BorgDog",2.1,,
PinUP JukeBox - The 80s (Original 2019),PinUP JukeBox - The 80s (Original 2019),PinUP JukeBox - The 80s (Original 2019),,Original,2019,,SS,,,Not Available,,,?,"NailBuster, OPeCKiE, Javier, Brendan Bailey, DJRobX",1.3.2,,
Pioneer (Gottlieb 1976),Pioneer (Gottlieb 1976),Pioneer (Gottlieb 1976),,Gottlieb,1976,2,EM,,,http://www.ipdb.org/machine.cgi?id=1802,1802,,Wayne Neyens,"Loserman76, Allknowing2012, Wildman",1.0,,
Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),,Stern,2006,4,SS,,Pirates - Disney - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5163,5163,,Dennis Nordman,"Visualpinballfan, Sliderpoint, Bigus1",1.0,potc_600as,
Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),,Stern,2006,4,SS,,Pirates - Disney - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5163,5163,,Dennis Nordman,"Sliderpoint, BorgDog, 32assassin, Bord, HauntFreaks, Schreibi34, Frenaticamnesic, Stat",1.1,potc_600as,
Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),,Stern,2006,4,SS,,Pirates - Disney - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5163,5163,,Dennis Nordman,"32assassin, Freneticamnesic, Bord, HauntFreaks, Schreibi34",1.0,potc_600as,
Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),,Stern,2006,4,SS,,Pirates - Disney - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5163,5163,,Dennis Nordman,Freneticamnesic,05217a,potc_600as,
Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),Pirates of the Caribbean (Stern 2006),,Stern,2006,4,SS,,Pirates - Disney - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5163,5163,,Dennis Nordman,"Hanibal2001, Freneticamnesic, 85vett, Rom, Glxb, Slamtilt",1.3,potc_600as,
Pirates of the Caribbean - VR Room (Stern 2006),Pirates of the Caribbean - VR Room (Stern 2006),Pirates of the Caribbean - VR Room (Stern 2006),,Stern,2006,4,SS,,Pirates - Disney - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5163,5163,,Dennis Nordman,"Senseless, Sliderpoint, 3rdaxis, Caligula",1.0,potc_600af,
Playball (Gottlieb 1971),Playball (Gottlieb 1971),Playball (Gottlieb 1971),,Gottlieb,1971,1,EM,,Sports - Baseball,https://www.ipdb.org/machine.cgi?id=1816,1816,,Ed Krynski,Loserman76,1.0,,
Playboy (Bally 1978),Playboy (Bally 1978),Playboy (Bally 1978),,Bally,1978,4,SS,,Licensed Theme,http://www.ipdb.org/machine.cgi?id=1823,1823,,Jim Patla,"DJSpeedy, HSM",1.2,,
Playboy (Bally 1978),Playboy (Bally 1978),Playboy (Bally 1978),,Bally,1978,4,SS,,Licensed Theme,http://www.ipdb.org/machine.cgi?id=1823,1823,,Jim Patla,"HSM, Popotte, 32assassin, Inkochnito, ICPjuggla",1.0,,
Playboy (Bally 1978),Playboy (Bally 1978),Playboy (Bally 1978),,Bally,1978,4,SS,,Licensed Theme,http://www.ipdb.org/machine.cgi?id=1823,1823,,Jim Patla,ICPjuggla & Gtxjoe,1.3,,
Playboy (Bally 1978),Playboy (Bally 1978),Playboy (Bally 1978),,Bally,1978,4,SS,,Licensed Theme,http://www.ipdb.org/machine.cgi?id=1823,1823,,Jim Patla,"Editoy, ICPjuggla",1.0,,
Playboy (Stern 2002),Playboy (Stern 2002),Playboy (Stern 2002),,Stern,2002,4,SS,,Adult - Licensed Theme,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?gid=4506,4506,,Jim Patla,"HiRez00, Rascal, GothGloom, Mary, Bigus1, Siggi, Tab, Destruk, Dark, Zany, nFozzy, Thalamus, Arngrim",1.1,playboys,
PlayMates (Gottlieb 1968),PlayMates (Gottlieb 1968),PlayMates (Gottlieb 1968),,Gottlieb,1968,1,EM,,Happiness - Games - Friendship,http://www.ipdb.org/machine.cgi?id=1828,1828,,Ed Krynski,"Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim",1.0,,
Polar Explorer (Taito do Brasil 1983),Polar Explorer (Taito do Brasil 1983),Polar Explorer (Taito do Brasil 1983),,Taito do Brasil,1983,4,SS,,Fantasy,https://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=4588,4588,,?,"JPSalas, Carlos Guizzo, 32assassin, Bord, Pmax65",2.0.0,,
Polar Explorer (Taito do Brasil 1983),Polar Explorer (Taito do Brasil 1983),Polar Explorer (Taito do Brasil 1983),,Taito do Brasil,1983,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=4588,4588,,?,"32assasin, Carlos Guizzo, Kiwi",1.3,,
Polar Express Pinball (Original 2018),Polar Express Pinball (Original 2018),Polar Express Pinball (Original 2018),,Original,2018,4,SS,,,http://www.ipdb.org/machine.cgi?id=2106,2106,,?,"Stevegooner123, Xenonph, Lizard ",1.0,playboy,
